,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Long E,Lat (N),Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs
599,DR,3,2/3/15 00:00,4,53,150,4,22:15:00,22:45:00,22:43:00,282178,8562783,984,19 L,Bufonidae,Rhinella,tacana,0.7,Hoja,Alerta,1.67,28.3,-,no,3Bd062,no,Una hora de lluvia moderada 16:30 - 17:50
600,DR,3,2/3/15 00:00,4,53,150,4,22:15:00,22:45:00,22:40:00,282176,8562779,980,19 L,Bufonidae,Rhinella,tacana,1.6,Hoja,Alerta,1.64,28,-,no,3Bd061,no,Una hora de lluvia moderada 16:30 - 17:50
601,DR,3,2/3/15 00:00,4,53,150,4,22:15:00,22:45:00,22:34:00,282155,8562760,1045,19 L,Bufonidae,Rhinella,tacana,0.3,Hoja,Alerta,1.39,28.3,-,no,3Bd063,no,Una hora de lluvia moderada 16:30 - 17:50
602,DR,3,2/3/15 00:00,4,53,150,4,22:15:00,22:45:00,22:29:00,282167,8562763,1044,19 L,Craugastoridae,Pristimantis,danae,1.2,Hoja,Activo,0.66,22,-,NO,3Bd065,no,Una hora de lluvia moderada 16:30 - 17:50
603,DR,3,2/3/15 00:00,4,53,150,4,22:15:00,22:45:00,22:20:00,282163,8562762,975,19 L,Bufonidae,Rhinella,tacana,0.1,Hoja,Saltando,0.3,10.6,-,no,3Bd059,no,Una hora de lluvia moderada 16:30 - 17:50
604,DR,3,2/3/15 00:00,4,53,150,4,22:15:00,22:45:00,22:29:00,282167,8562763,1044,19 L,Craugastoridae,Noblella,sp,0.2,Hoja,Saltando,0.14,10,-,no,3Bd064,no,Una hora de lluvia moderada 16:30 - 17:50
605,DR,3,2/3/15 00:00,4,53,150,4,22:15:00,22:45:00,22:45:00,282182,8562785,984,19 L,Craugastoridae,Noblella,sp,0,Hojarasca,Saltando,0.08,9.9,-,no,3Bd060,no,Una hora de lluvia moderada 16:30 - 17:50
606,RI,4,22/07/2015,9,57,150,3,22:18:00,22:58:00,22:21:00,282352,8562966,988,,Craugastoridae,Pristimantis,danae,1.3,Hoja,Alerta,1.55,27,,,4Bd133,,
607,RI,4,22/07/2015,9,57,150,3,22:18:00,22:58:00,22:37:00,282336,8562968,983,,Craugastoridae,Pristimantis,danae,1,Hoja,Alerta,1.4,24.3,,,4Bd134,,
608,RI,4,22/07/2015,9,57,150,3,22:18:00,22:58:00,22:56:00,282343,8562971,983,,Craugastoridae,Pristimantis,diadematus,1.4,Hoja,Activo,1.25,21.1,,,4Bd135,,
609,RI,4,14/07/2015,1,52,150,4,22:20:00,22:50:00,22:49:00,282122.1912,8562758.28,978.859497,19 L,Craugastoridae,Pristimantis,danae,0,Hojarasca,Saltando,5.13,39.4,,,4Bd017,,
610,RI,4,14/07/2015,1,52,150,4,22:20:00,22:50:00,22:50:00,-,-,-,-,Craugastoridae,Pristimantis,diadematus,0.3,Hoja,Amplexus,5.09,36.9,,,4Bd015,154489,
611,RI,4,14/07/2015,1,52,150,4,22:20:00,22:50:00,22:48:00,-,-,-,-,Craugastoridae,Pristimantis,danae,1.5,Hoja,Alerta,1.98,29.2,,,4Bd019,,
612,RI,4,14/07/2015,1,52,150,4,22:20:00,22:50:00,22:35:00,-,-,-,-,Craugastoridae,Pristimantis,danae,1.8,Hoja,Cantando,1.61,26.4,,,4Bd020,,
613,RI,4,14/07/2015,1,52,150,4,22:20:00,22:50:00,22:20:00,282122.8144,8562720.777,980.234802,19 L,Craugastoridae,Pristimantis,danae,1,Hoja,Alerta,0.99,23,,,4Bd018,,
614,RI,4,14/07/2015,1,52,150,4,22:20:00,22:50:00,22:40:00,-,-,-,-,Craugastoridae,Pristimantis,danae,0.5,Hoja,Alerta,0.95,22.4,,,4Bd022,,
615,RI,4,14/07/2015,1,52,150,4,22:20:00,22:50:00,22:50:00,-,-,-,-,Craugastoridae,Pristimantis,diadematus,0.3,Hoja,Amplexus,0.76,21,,,4Bd016,154490,
616,RI,4,14/07/2015,1,52,150,4,22:20:00,22:50:00,20:30:00,282131.435,8562741.76,976.885376,19 L,Craugastoridae,Pristimantis,gagliardi,0.2,Tronco caido,Saltando,0.5,15.9,,,4Bd024,154472,
617,RI,4,14/07/2015,1,52,150,4,22:20:00,22:50:00,22:38:00,-,-,-,-,Craugastoridae,Pristimantis,aff pharangobates,0.1,Hoja,Alerta,0.32,15.2,,,4Bd021,,
618,RI,4,14/07/2015,1,52,150,4,22:20:00,22:50:00,20:35:00,282124.9573,8562751.225,977.748413,19 L,Craugastoridae,Pristimantis,ockendeni,1.4,Hoja,Alerta,0.1,10.5,,,4Bd023,154469,
619,DR,3,2/1/15 00:00,2,56,150,4,22:25:00,22:55:00,22:51:00,282266,8562948,1027,19 L,Leptodactylidae,Adenomera,andreae,0,Hojarasca,Saltando,1.97,21.08,-,no,3Bd013,no,Despejado con presencia de luna llena
620,DR,3,2/1/15 00:00,2,56,150,4,22:25:00,22:55:00,22:50:00,282272,8562954,982,19 L,Leptodactylidae,Adenomera,andreae,0,Hojarasca,Saltando,0.17,8.7,-,107-5044/107-5052,3Bd015,no,Despejado con presencia de luna llena
621,DR,3,2/1/15 00:00,2,56,150,4,22:25:00,22:55:00,22:49:00,282262,8562947,983,19 L,Leptodactylidae,Adenomera,andreae,0.3,Hoja,Alerta,0.07,8.2,-,107-5053/107-5055,3Bd016,no,Despejado con presencia de luna llena
622,DR,3,2/1/15 00:00,2,56,150,4,22:25:00,22:55:00,22:55:00,282255,8562948,1027,19 L,Craugastoridae,Pristimantis,danae,0.2,Hoja,Atento,0.05,8.5,-,107-5035/107-5042,3Bd014,no,Despejado con presencia de luna llena
623,EC,1,25/06/2014,7,51,150,3,22:30:00,23:10:00,22:31:00,-71.00881102,-12.99408797,1002.508972,19 L,Bufonidae,Rhinella,tacana,0.5,En hoja,Activo,3.47,33.55,,,Bd131,No colectado,En hoja de plantula leí±osa
624,EC,1,25/06/2014,7,51,150,3,22:30:00,23:10:00,23:00:00,-71.00882703,-12.99388303,997.020264,19 L,Craugastoridae,Pristimantis,danae,0.8,En tallo delgado,Activo,1.15,24.75,,,Bd132,No colectado,
625,AB,5,12/7/16 00:00,5,30,500,6,22:32:00,22:52:00,23:50:00,281941,8563044,926,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,na,na,,,No tiene,,Se escapo
626,AB,5,12/7/16 00:00,5,30,500,6,22:32:00,22:52:00,23:43:00,281946,8563055,926,19L,Craugastoridae,Noblella,sp,0,Suelo,Saltando,0.1,9.6,,,5Bd077,,
627,RI,4,18/07/2015,5,62,50,4,22:33:00,23:03:00,23:00:00,282195.1025,8562510.991,1047.939697,19 L,Hylidae,Hypsiboas,sp nov,1.6,Rama,Alerta,6.2,46.4,,,4Bd082,154483,
628,RI,4,18/07/2015,5,62,50,4,22:33:00,23:03:00,22:47:00,282211.2133,8562477.144,1048.775757,19 L,Bufonidae,Rhinella,tacana,0.7,Hoja,Cantando,1.77,26.5,,,4Bd079,,
629,RI,4,18/07/2015,5,62,50,4,22:33:00,23:03:00,22:37:00,282211.1662,8562496.955,1052.718506,19 L,Bufonidae,Rhinella,tacana,0.7,Hoja,Alerta,1.3,23.5,,,4Bd081,,
630,RI,4,18/07/2015,5,62,50,4,22:33:00,23:03:00,22:47:00,282186,8562502,1042,19 L,Bufonidae,Rhinella,tacana,0.2,Hoja,Alerta,0.66,16.5,,,4Bd080,,
631,LC,2,10/1/14 00:00,6,27,500,3,22:35:00,23:15:00,23:13:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Pristimantis,aff altamazonica,210,sobre hoja,activo,1.7,29.3,0,falta el codigo,2Bd097,154387,
632,LC,2,10/4/14 00:00,9,26,500,,22:37:00,23:17:00,23:15:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Oreobates,amarakaeri,0,en hojarasca,saltando,na,na,0,no tiene fotos,no,no,
633,LC,2,10/4/14 00:00,9,26,500,3,22:37:00,23:17:00,23:11:00,-,-,-,-,Bufonidae,Rhinella,tacana,110,sobre hoja,atento,1.41,37.1,0,no tiene fotos,2Bd114,no,
634,AB,5,15/7/2016,7,45,250,5,22:39:00,23:03:00,22:50:00,282249,8563000,974,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.1,Rama,Alerta,1.09,37.4,"23,4",,5Bd124,,
635,AB,5,15/7/2016,7,45,250,5,22:39:00,23:03:00,22:54:00,282253,8563004,978,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,0.93,21.2,,,5Bd125,,GPS aproximado
636,AB,5,15/7/2016,7,45,250,5,22:39:00,23:03:00,22:46:00,282253,8563004,978,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Activo,0.48,17,,,5Bd126,,GPS aproximado
637,AB,5,15/7/2016,7,45,250,5,22:39:00,23:03:00,23:01:00,282253,8563004,978,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Activo,0.35,14.9,,,5Bd127,,GPS aproximado
638,EC,1,22/06/2014,5,42,250,3,22:40:00,23:20:00,23:19:00,-71.00872099,-12.99166501,960.477478,19 L,Bufonidae,Rhinella,tacana,1,En hoja,Activo,1.09,22.58,,,Bd083,No colectado,
639,EC,1,22/06/2014,5,42,250,3,22:40:00,23:20:00,23:15:00,-71.00881403,-12.99161003,959.580627,19 L,Bufonidae,Rhinella,tacana,1.5,En hoja,Activo,0.99,24.4,,,Bd084,No colectado,
640,EC,1,24/06/2014,6,5,1000,3,22:40:00,23:20:00,23:01:00,-71.01467801,-12.988009,827.77063,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.2,En hoja de helecho,Activo,0.45,18.9,,,Bd102,No colectado,
641,EC,1,22/06/2014,5,42,250,3,22:40:00,23:20:00,23:00:00,-71.00893498,-12.99158203,961.364685,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.5,En hoja,Esperando,0.4,18.01,,,Bd082,No colectado,A 2m del punto GPS
642,EC,1,24/06/2014,6,5,1000,3,22:40:00,23:20:00,22:49:00,-71.01473099,-12.98813799,829.03656,19 L,Craugastoridae,Noblella,sp,0,En vegetacion cortada,Saltando,0.12,9.3,,,Bd104,UNMS 154323,
643,EC,1,24/06/2014,6,5,1000,3,22:40:00,23:20:00,22:48:00,-71.01473099,-12.98813799,829.03656,19 L,Craugastoridae,Noblella,sp,0.05,En hoja,Saltando,0.1,10.01,,,Bd103,No colectado,
644,EC,1,29/06/2014,11,63,50,3,22:42:00,23:22:00,23:19:00,-71.00925098,-12.99354097,982.879272,19 L,Craugastoridae,Pristimantis,aff pharangobates,0,En hojarasca,Saltando,1.08,23.6,,,Bd188,No colectado,
645,EC,1,29/06/2014,11,63,50,3,22:42:00,23:22:00,23:22:00,-71.00925098,-12.99354097,982.879272,19 L,Craugastoridae,Pristimantis,aff pharangobates,0,En hojarasca,Saltando,0.92,22.48,,,Bd189,No colectado,
646,EC,1,29/06/2014,11,63,50,3,22:42:00,23:22:00,23:02:00,-71.00777904,-12.99478702,1016.028503,19 L,Craugastoridae,Pristimantis,gagliardi,0,En hojarasca,Saltando,0.26,14.5,,,Bd190,No colectado,
647,EC,1,29/06/2014,11,63,50,3,22:42:00,23:22:00,23:00:00,-71.00777904,-12.99478702,1016.028503,19 L,Craugastoridae,Pristimantis,gagliardi,0.5,En hojarasca,Saltando,0.19,13.55,,,Bd191,No colectado,
648,EC,1,29/06/2014,11,63,50,3,22:42:00,23:22:00,22:58:00,-71.00782002,-12.994682,1011.972839,19 L,Craugastoridae,Pristimantis,danae,0,En hojarasca,Saltando,,,,,,No colectado,Se escapo
649,LC,2,29/09/2014,4,55,150,3,22:45:00,23:25:00,23:13:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Pristimantis,danae,200,en el dosel del bosque,cantando,na,na,desconocido,no tiene fotos,no,no,registro auditivo
650,LC,2,30/09/2014,5,70,50,3,22:45:00,23:25:00,23:15:00,-,-,-,-,Bufonidae,Rhinella,tacana,30,sobre hoja,alerta,1.75,26.3,0,no tiene fotos,2Bd086,no,
651,LC,2,30/09/2014,5,70,50,,22:45:00,23:25:00,23:07:00,8562774,282447,1047,19L,Craugastoridae,Pristimantis,danae,10,sobre hoja,atento,1.5,23.4,0,no tiene fotos,2Bd087,no,
652,LC,2,29/09/2014,4,55,150,,22:45:00,23:25:00,23:20:00,-,-,-,-,Bufonidae,Rhinella,tacana,50,sobre hoja de helecho,atento,0.85,22.2,0,no tiene fotos,2Bd068,no,
653,LC,2,30/09/2014,5,70,50,,22:45:00,23:25:00,23:22:00,8562771,282381,1045,19L,Craugastoridae,Noblella,sp,0,en hojarasca,atento,0.19,11.1,0,falta el codigo,2Bd088,154386,
654,DR,3,2/4/15 00:00,5,57,150,4,22:45:00,23:15:00,22:54:00,282333,8562961,1064,19 L,Craugastoridae,Pristimantis,diadematus,0.6,Hoja,Alerta,0.88,25.4,-,3755-3767,3Bd093,154429,
655,DR,3,2/4/15 00:00,5,57,150,4,22:45:00,23:15:00,22:46:00,282346,8562958,1062,19 L,Craugastoridae,Pristimantis,divnae,0.4,Hoja,Atento,0.5,7.6,-,3799-3802,3Bd094,154424,
656,DR,3,2/4/15 00:00,5,57,150,4,22:45:00,23:15:00,22:41:00,282345,8562960,1061,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.3,Hoja,Atento,0.22,14.1,-,no,3Bd095,no,
657,DR,3,2/4/15 00:00,5,57,150,4,22:45:00,23:15:00,22:34:00,282345,8562963,1060,19 L,Craugastoridae,Pristimantis,gagliardi,0.5,Hoja,Saltando,0.12,10.1,-,no,3Bd097,no,
658,DR,3,2/4/15 00:00,5,57,150,4,22:45:00,23:15:00,22:50:00,282327,8562959,1063,19 L,Craugastoridae,Pristimantis,ockendeni,0.5,Hoja,Atento,0.08,9.1,-,no,3Bd096,no,
659,LC,2,10/5/14 00:00,10,62,50,5,22:45:00,23:10:00,22:50:00,8562505,282209,1060,19L,Bufonidae,Rhinella,tacana,0,en hojarasca,saltando,1.19,25.6,0,no tiene fotos,2Bd126,no,
660,LC,2,10/5/14 00:00,10,62,50,,22:45:00,23:10:00,22:46:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Noblella,sp,0,en hojarasca,alerta,0.27,13.3,0,no tiene fotos,2Bd127,no,
661,LC,2,10/5/14 00:00,10,62,50,,22:45:00,23:10:00,23:00:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.26,12.6,0,no tiene fotos,2Bd128,no,
662,LC,2,10/3/14 00:00,8,67,50,,22:46:00,23:26:00,23:15:00,8562834,282296,1009,19L,Craugastoridae,Pristimantis,sp inglenaranja,90,sobre hoja,atento,1.7,25.7,0,897-936,2Bd105,154391,
663,LC,2,10/3/14 00:00,8,67,50,3,22:46:00,23:26:00,22:52:00,8562852,282308,1011,19L,Craugastoridae,Pristimantis,danae,0,en hojarasca,saltando,1.11,26,0,no tiene fotos,2Bd103,no,
664,LC,2,10/3/14 00:00,8,67,50,,22:46:00,23:26:00,22:49:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.23,11.4,0,937-945,2Bd106,154392,
665,RI,4,15/07/2015,2,42,250,3,22:47:00,23:27:00,23:20:00,282107.1832,8562914.074,943.929077,19 L,Bufonidae,Rhinella,tacana,2.5,Tronco,Cantando,2.21,26.6,,,4Bd044,,
666,RI,4,15/07/2015,2,42,250,3,22:47:00,23:27:00,23:17:00,282106.5433,8562912.186,946.071167,19 L,Craugastoridae,Pristimantis,danae,1.6,Hoja,Cantando,1.46,25.9,,,4Bd045,,
667,AB,5,8/7/16 00:00,1,39,250,4,22:48:00,23:18:00,22:51:00,282016,8562742,979,19L,Bufonidae,Rhinella,tacana,1.5,Hoja,Alerta,1.28,20.3,,,5Bd013,,
668,AB,5,8/7/16 00:00,1,39,250,4,22:48:00,23:18:00,22:55:00,282015,8562750,986,19L,Centrolenidae,Cochranella,nola,1,Hoja,Alerta,1.18,26.1,,4505-4524,5Bd014,,
669,RI,4,20/07/2015,7,45,250,4,22:48:00,23:18:00,23:10:00,-,-,-,-,Craugastoridae,Pristimantis,danae,1.6,Hoja,Activo,0.8,20.7,,,4Bd099,,
670,RI,4,20/07/2015,7,45,250,4,22:48:00,23:18:00,23:15:00,-,-,-,-,Leptodactylidae,Adenomera,andreae,0,Hojarasca,Saltando,0.7,18.2,,,4Bd100,,
671,AB,5,8/7/16 00:00,1,39,250,4,22:48:00,23:18:00,22:58:00,282020,8562750,977,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,Hoja,Alerta,0.5,19.5,,4445-4454,5Bd015,22256,
672,AB,5,8/7/16 00:00,1,39,250,4,22:48:00,23:18:00,23:04:00,282021,8562745,979,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,Hoja,Alerta,0.44,22.5,,4463-4474,5Bd016,22254,
673,EC,1,27/06/2014,9,26,500,3,22:50:00,23:30:00,22:59:00,-71.01149901,-12.99194396,928.509155,19 L,Craugastoridae,Pristimantis,danae,0,En hojarasca,Esperando ,2.74,31.5,,,Bd158,No colectado,Cerca al punto GPS
674,EC,1,26/06/2014,8,53,150,3,22:50:00,23:30:00,23:10:00,-71.00828103,-12.99297997,983.473145,19 L,Craugastoridae,Pristimantis,danae,1,En tallo delgado,Saltando,1.51,26.1,,,Bd149,No colectado,
675,DR,3,1/31/15 00:00,1,44,250,3,22:50:00,23:30:00,22:55:00,282194,8563027,967,19 L,Leptodactylidae,Adenomera,andreae,0,Hojarasca,Saltando,1.15,23.2,-,no,3Bd007,no,La lluvia paro
676,EC,1,27/06/2014,9,26,500,3,22:50:00,23:30:00,23:05:00,-71.01188399,-12.99224203,927.782043,19 L,Bufonidae,Rhinella,tacana,1.4,En hoja,Atento,0.9,20.4,,,Bd159,No colectado,
677,EC,1,26/06/2014,8,53,150,3,22:50:00,23:30:00,23:30:00,-71.00817701,-12.99296304,986.928711,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.2,En hoja,Saltando,0.5,18.4,,,Bd150,No colectado,
678,EC,1,26/06/2014,8,53,150,3,22:50:00,23:30:00,23:15:00,-71.00828002,-12.99286203,984.56073,19 L,Craugastoridae,Pristimantis,aff pharangobates,0,En hojarasca,Saltando,0.45,18.05,,,Bd151,No colectado,
679,EC,1,26/06/2014,8,53,150,3,22:50:00,23:30:00,22:59:00,-71.00842704,-12.993071,984.165771,19 L,Craugastoridae,Noblella,sp,0.1,En hoja,Atento,0.12,9.48,,,Bd152,No colectado,
680,LC,2,10/7/14 00:00,12,43,250,,22:50:00,23:20:00,23:00:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,na,na,desconocido,no tiene fotos,no,no,se escapo
681,LC,2,10/6/14 00:00,11,51,150,4,22:50:00,23:20:00,23:05:00,8562656,282104,1006,19L,Bufonidae,Rhinella,tacana,0,en hojarasca,saltando,1.33,27.6,0,no tiene fotos,2Bd147,no,
682,LC,2,10/6/14 00:00,11,51,150,,22:50:00,23:20:00,23:18:00,desconocido,desconocido,desconocido,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,saltando,0.62,18.2,0,no tiene fotos,2Bd148,no,sin lineas
683,LC,2,10/7/14 00:00,12,43,250,4,22:50:00,23:20:00,23:15:00,8562957,282142,982,19L,Craugastoridae,Pristimantis,gagliardi,70,sobre hoja,alerta,0.36,12.36,0,no tiene fotos,2Bd161,no,
684,AB,5,12/7/16 00:00,5,29,500,6,22:50:00,23:10:00,23:07:00,281896,8562985,936,19L,Bufonidae,Rhinella,gr margaritifera,0,Suelo,Saltando,5.37,42,,,5Bd075,,
685,AB,5,12/7/16 00:00,5,29,500,6,22:50:00,23:10:00,23:00:00,281882,8562972,929,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,0.89,21.5,,,5Bd076,,GPS aproximado
686,EC,1,18/06/2014,1,55,150,3,22:53:00,23:40:00,23:03:00,-71.007682,-12.991702,978.133362,19 L,Bufonidae,Rhinella,tacana,1.2,En un arbol,Activo,1.13,25.5,,,Bd014,No colectado,
687,RI,4,21/07/2015,8,65,50,5,22:53:00,23:17:00,23:00:00,-,-,-,-,Bufonidae,Rhinella,tacana,1.5,Rama,Alerta,3.4,30.7,,,4Bd122,,
688,AB,5,9/7/16 00:00,2,57,150,5,22:57:00,23:21:00,23:13:00,282365,8562962,989,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,0.92,21.5,,,5Bd033,,GPS aproximado
689,LC,2,27/09/2014,2,53,150,,23:00:00,23:40:00,23:10:00,8562777,282165,983,19L,Hylidae,Hypsiboas,sp nov,200,sobre rama delgada,atento,9.65,55,0,255-265,2Bd036,154365,
690,LC,2,27/09/2014,2,53,150,,23:00:00,23:40:00,23:10:00,desconocido,desconocido,desconocido,19L,Hylidae,Hypsiboas,sp nov,50,sobre hoja,atento,6.85,45.2,0,266-271,2Bd035,154364,
691,EC,1,30/06/2014,12,70,50,3,23:00:00,23:40:00,23:22:00,-71.00577501,-12.99334198,1013.898438,19 L,Hylidae,Hypsiboas,sp nov,0,En roca de quebrada,Cantando,6.72,44.75,,,Bd218,No colectado,Macho
692,EC,1,30/06/2014,12,70,50,3,23:00:00,23:40:00,23:18:00,-71.00585204,-12.99322204,1031.891602,19 L,Hylidae,Hypsiboas,sp nov,0,En roca de quebrada,Cantando,4.93,39.35,,,Bd219,No colectado,Macho
693,EC,1,30/06/2014,12,70,50,3,23:00:00,23:40:00,23:40:00,-71.00590501,-12.99323101,1025.362427,19 L,Bufonidae,Rhinella,tacana,0.4,En hoja,Atento,3.66,37.3,,,Bd225,UNMS 154346,
694,EC,1,30/06/2014,12,70,50,3,23:00:00,23:40:00,23:32:00,-71.00585799,-12.99322598,1038.259277,19 L,Craugastoridae,Pristimantis,danae,0,En el suelo,Saltando,3.64,36.7,,,Bd223,No colectado,
695,EC,1,30/06/2014,12,70,50,3,23:00:00,23:40:00,23:40:00,-71.00590501,-12.99323101,1025.362427,19 L,Craugastoridae,Pristimantis,danae,0.5,En hoja,Activo,2.48,31.65,,,Bd221,No colectado,
696,LC,2,27/09/2014,2,53,150,,23:00:00,23:40:00,23:26:00,-,-,-,-,Bufonidae,Rhinella,tacana,70,sobre hoja de helecho,activo,1.2,23.9,0,no tiene fotos,2Bd033,no,
697,LC,2,27/09/2014,2,53,150,3,23:00:00,23:40:00,23:20:00,8562788,282168,989,19L,Bufonidae,Rhinella,tacana,40,sobre hoja,cantando,0.95,21,0,,2Bd032,no,
698,EC,1,30/06/2014,12,70,50,3,23:00:00,23:40:00,23:35:00,-71.00579303,-12.99301702,1019.888855,19 L,Leptodactylidae,Adenomera,andreae,0,En hojarasca,Activo,0.91,20.18,,,Bd222,No colectado,"Con 2 lineas, Cerca al punto GPS"
699,EC,1,30/06/2014,12,70,50,3,23:00:00,23:40:00,23:31:00,-71.00579303,-12.99301702,1019.888855,19 L,Leptodactylidae,Adenomera,andreae,0,En hojarasca,Atento,0.61,18.5,,,Bd224,No colectado,Con 2 lineas/Cerca al punto 
700,EC,1,30/06/2014,12,70,50,3,23:00:00,23:40:00,23:39:00,-71.00582798,-12.99333402,1015.949524,19 L,Bufonidae,Rhinella,tacana,0,En hojarasca,Saltando,0.6,20.91,,,Bd220,No colectado,Cerca al punto GPS
701,LC,2,27/09/2014,2,53,150,,23:00:00,23:40:00,23:22:00,8562777,282171,990,19L,Craugastoridae,Noblella,sp,0,en hojarasca,activo,0.06,11.8,0,no tiene fotos,2Bd034,no,
702,RI,4,16/07/2015,3,69,50,5,23:01:00,23:25:00,23:14:00,282410,8562821,1016,19 L,Craugastoridae,Pristimantis,danae,2,Hoja,Activo,1.42,23.4,,,4Bd051,,
703,RI,4,16/07/2015,3,69,50,5,23:01:00,23:25:00,23:16:00,-,-,-,-,Craugastoridae,Pristimantis,danae,2,Hojarasca,Cantando,1.32,23.5,,,4Bd052,,
704,RI,4,16/07/2015,3,69,50,5,23:01:00,23:25:00,23:10:00,-,-,-,-,Craugastoridae,Noblella,sp,0,Hojarasca,Activo,0.83,12,,,4Bd053,154477,
705,RI,4,16/07/2015,3,69,50,5,23:01:00,23:25:00,23:15:00,-,-,-,-,Craugastoridae,Noblella,sp,0.2,Hoja,Activo,0.21,12.7,,,4Bd054,154478,
706,EC,1,20/06/2014,3,7,1000,3,23:05:00,23:45:00,23:38:00,-71.01400704,-12.98695698,817.032166,19 L,Craugastoridae,Pristimantis,aff pharangobates,0,En suelo,Alerta,1.08,22.38,,,Bd039,No colectado,
707,EC,1,20/06/2014,3,7,1000,3,23:05:00,23:45:00,23:22:00,-71.01394401,-12.98696796,806.772644,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.3,En hoja,Activo,0.47,18.2,,,Bd036,No colectado,
708,EC,1,20/06/2014,3,7,1000,3,23:05:00,23:45:00,23:32:00,-71.013956,-12.98692999,814.401489,19 L,Craugastoridae,Pristimantis,aff pharangobates,0,En suelo,Saltando,0.29,16.31,,,Bd038,No colectado,A 9m del punto gps
709,EC,1,20/06/2014,3,7,1000,3,23:05:00,23:45:00,23:23:00,-71.01394401,-12.98696796,806.772644,19 L,Craugastoridae,Noblella,sp,0.1,En hoja,Activo,0.18,10.82,,,Bd037,UNMS 154307,
710,EC,1,19/06/2014,2,67,50,3,23:06:00,23:46:00,23:44:00,-71.00708099,-12.992569,1007.360291,19 L,Craugastoridae,Pristimantis,danae,1.7,En tallo,Alerta,3.08,30.46,,,Bd027,No colectado,
711,EC,1,19/06/2014,2,67,50,3,23:06:00,23:46:00,23:31:00,-71.00706196,-12.99254,1002.121094,19 L,Leptodactylidae,Adenomera,andreae,0,En hojarasca,Saltando,0.49,16.7,,,Bd026,No colectado,
712,EC,1,19/06/2014,2,67,50,3,23:06:00,23:46:00,23:13:00,-71.00711997,-12.99239198,1005.243286,19 L,Craugastoridae,Noblella,sp,0,En hojarasca,Saltando,0.25,12.3,,,Bd025,UNMS 154297,
713,AB,5,10/7/16 00:00,3,53,150,5,23:11:00,23:35:00,23:26:00,282163,8562775,984,19L,Craugastoridae,Pristimantis,danae,0,Suelo,Alerta,1.39,25.9,,4587-4596,5Bd048,22251,
714,DR,3,2/8/15 00:00,9,63,50,6,23:18:00,23:38:00,23:28:00,282218,8562566,1028,19 L,Bufonidae,Rhinella,tacana,0.1,Hoja,Atento,1.55,26.3,-,no,3Bd179,no,
715,DR,3,2/8/15 00:00,9,63,50,6,23:18:00,23:38:00,23:35:00,282221,8562582,1023,19 L,Craugastoridae,Pristimantis,danae,0.2,Hoja,Alerta,0.36,16.8,-,no,3Bd177,no,
716,DR,3,2/8/15 00:00,9,63,50,6,23:18:00,23:38:00,23:34:00,282224,8562584,1021,19 L,Craugastoridae,Pristimantis,gagliardi,0.7,Hoja,Activo,0.25,14.8,-,no,3Bd178,no,
717,DR,3,2/8/15 00:00,9,63,50,6,23:18:00,23:38:00,23:20:00,282225,8562559,1031,19 L,Craugastoridae,Pristimantis,gagliardi,0.05,Hoja,Atento,0.17,12,-,no,3Bd180,no,
718,DR,3,2/8/15 00:00,9,63,50,6,23:18:00,23:38:00,23:26:00,282218,8562566,1028,19 L,Bufonidae,Rhinella,tacana,0.1,Hoja,Saltando,0.09,9.9,-,no,3Bd181,no,
719,DR,3,2/3/15 00:00,4,54,150,4,23:22:00,23:52:00,23:50:00,282188,8562826,1047,19 L,Bufonidae,Rhinella,tacana,1.6,Rama,Cantando,1.53,27.9,-,no,3Bd070,no,Una hora de lluvia moderada 16:30 - 17:50
