,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs,Year,Month,Date2,OPE,Rain,S_fuel,S_hour,S_hr/pp,S_peeps,flights,Temp,Hum,Luna,Elev,Lat,Long
83,EC,1,2014-06-24,6,1,1000,3.0,17:50:00,18:30:00,18:29:00,830.765076,19L,Bufonidae,Rhinella,tacana,0.8,en hoja,atento,1.28,23.0,,,Bd087,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,97.0,0.1,846.75,281366,8563097
84,EC,1,2014-06-24,6,1,1000,3.0,17:50:00,18:30:00,18:08:00,965.301757999999,19L,Craugastoridae,Pristimantis,aff altamazonica,2.0,en hoja,cantando,0.5,17.7,,,Bd089,UNMS 154322,En hoja de trepadora de arbol de 20m. Con grabacion. Con foto,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,97.0,0.1,846.75,281366,8563097
85,EC,1,2014-06-24,6,1,1000,3.0,17:50:00,18:30:00,18:16:00,843.25116,19L,Craugastoridae,Pristimantis,gagliardi,0.1,en helecho,saltando,0.41,16.3,,,Bd088,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,97.0,0.1,846.75,281366,8563097
86,EC,1,2014-06-24,6,1,1000,3.0,17:50:00,18:30:00,18:24:00,827.822083,19L,Bufonidae,Rhinella,tacana,0.3,en hoja,saltando,0.31,16.2,,,Bd086,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,97.0,0.1,846.75,281366,8563097
87,EC,1,2014-06-24,6,1,1000,3.0,17:50:00,18:30:00,18:03:00,798.884154999999,19L,Bufonidae,Rhinella,tacana,0.0,en hojarasca,saltando,0.3,16.2,,,Bd085,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,97.0,0.1,846.75,281366,8563097
88,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:04:00,785.219970999999,19L,Hylidae,Osteocephalus,mimeticus,0.0,en roca de quebrada,saltando,7.75,47.4,,,Bd207,,Cerca al punto GPS,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75,281658,8563594
89,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:28:00,791.68988,19L,Craugastoridae,Pristimantis,ockendeni,0.0,en hojarasca,saltando,0.91,22.8,,,Bd208,,Cerca al punto GPS,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75,281658,8563594
90,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:15:00,800.821959999999,19L,Craugastoridae,Pristimantis,ockendeni,0.3,en hoja,activo,0.39,17.8,,,Bd206,,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75,281658,8563594
91,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:20:00,760.071166999999,19L,Craugastoridae,Pristimantis,ockendeni,1.0,en hoja,atento,0.34,16.6,,,Bd205,,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75,281658,8563594
92,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:34:00,786.47406,19L,Craugastoridae,Pristimantis,aff pharangobates,0.4,en hoja,atento,0.29,16.3,,,Bd204,,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75,281658,8563594
93,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:04:00,785.219970999999,19L,Hylidae,Osteocephalus,mimeticus,0.0,en roca de quebrada,saltando,,,,,,,"Se escapo, Cerca al punto GPS",2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75,281658,8563594
94,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:35:00,791.68988,19L,Craugastoridae,Pristimantis,ockendeni,0.0,en hojarasca,saltando,,,,,,,"Se escapo, Cerca al punto GPS(10m)",2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75,281658,8563594
95,LC,2,2014-09-30,5,58,150,,18:00:00,18:40:00,18:21:00,,19L,Craugastoridae,Pristimantis,danae,170.0,sobre hoja,cantando,2.05,30.4,,,2Bd072,,canto grabado,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,19.5,100.9385,0.33,995.25,282403,8562959
96,LC,2,2014-09-30,5,58,150,3.0,18:00:00,18:40:00,18:25:00,,19L,Craugastoridae,Pristimantis,danae,210.0,sobre hoja,cantando,1.9,25.9,,,2Bd069,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,19.5,100.9385,0.33,995.25,282403,8562959
97,LC,2,2014-09-30,5,58,150,,18:00:00,18:40:00,18:40:00,,19L,Craugastoridae,Pristimantis,ockendeni,50.0,sobre hoja,alerta,1.8,31.2,,,2Bd070,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,19.5,100.9385,0.33,995.25,282403,8562959
98,LC,2,2014-09-30,5,58,150,,18:00:00,18:40:00,18:35:00,,19L,Craugastoridae,Pristimantis,danae,70.0,sobre hoja de una herbacea,cantando,1.75,28.1,,,2Bd071,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,19.5,100.9385,0.33,995.25,282403,8562959
99,LC,2,2014-09-29,4,10,1000,,18:00:00,18:40:00,18:30:00,792.0,19L,Craugastoridae,Pristimantis,danae,1.2,sobre hoja de palmera seca,cantando,1.4,27.6,,,2Bd063,,canto grabado,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.5,95.5985,0.23,786.75,281658,8563594
100,LC,2,2014-09-29,4,10,1000,,18:00:00,18:40:00,18:10:00,,19L,Craugastoridae,Pristimantis,ockendeni,170.0,sobre hoja,activo,0.4,18.0,,,2Bd062,,,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.5,95.5985,0.23,786.75,281658,8563594
101,LC,2,2014-09-29,4,10,1000,3.0,18:00:00,18:40:00,18:08:00,,19L,Craugastoridae,Pristimantis,ockendeni,140.0,sobre hoja,activo,0.35,16.7,,,2Bd060,,,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.5,95.5985,0.23,786.75,281658,8563594
102,LC,2,2014-09-29,4,10,1000,,18:00:00,18:40:00,18:05:00,,19L,Craugastoridae,Pristimantis,ockendeni,150.0,sobre tronco de un arbol delgado,activo,0.35,18.0,,,2Bd061,,,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.5,95.5985,0.23,786.75,281658,8563594
103,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:28:00,,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,1.25,23.5,,,2Bd134,,sin lineas,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75,282041,8563202
104,LC,2,2014-10-06,11,34,500,4.0,18:00:00,18:30:00,18:28:00,911.0,19L,Craugastoridae,Pristimantis,ockendeni,180.0,sobre hoja,cantando,1.25,24.7,,,2Bd130,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75,282041,8563202
105,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:21:00,,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,cantando,1.05,22.4,,,2Bd133,,sin lineas,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75,282041,8563202
106,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:06:00,912.0,19L,Craugastoridae,Pristimantis,gagliardi,50.0,en hoja de bromelia,atento,0.65,18.4,,,2Bd131,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75,282041,8563202
107,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:01:00,,19L,Craugastoridae,Pristimantis,gagliardi,40.0,sobre hoja,amplexus,0.6,18.4,,,2Bd136,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75,282041,8563202
108,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:30:00,912.0,19L,Craugastoridae,Pristimantis,ockendeni,150.0,en hoja,alerta,0.35,16.5,,,2Bd132,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75,282041,8563202
109,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:01:00,,19L,Craugastoridae,Pristimantis,gagliardi,40.0,sobre hoja,amplexus,0.25,11.7,,,2Bd135,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75,282041,8563202
110,AB,5,2016-07-16,8,42,250,6.0,18:00:00,18:20:00,18:21:00,958.0,19L,Bufonidae,Rhinella,gr margaritifera,1.0,tronco,trepando,6.34,41.6,,,5Bd132,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.5,,0.86,964.5,282085,8562901
111,AB,5,2016-07-16,8,42,250,6.0,18:00:00,18:20:00,18:19:00,967.0,19L,Craugastoridae,Pristimantis,gagliardi,0.3,hoja,activo,0.62,18.4,,,5Bd130,,GPS aproximado,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.5,,0.86,964.5,282085,8562901
112,AB,5,2016-07-16,8,42,250,6.0,18:00:00,18:20:00,18:09:00,920.0,19L,Craugastoridae,Pristimantis,gagliardi,0.2,hoja,alerta,0.18,12.4,,,5Bd131,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.5,,0.86,964.5,282085,8562901
113,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:12:00,850.183104999999,19L,Craugastoridae,Oreobates,amarakaeri,0.0,en el suelo,saltando,6.42,38.2,,,Bd064,UNMS 154309,Cerca a la quebrada,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0,281882,8562972
114,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:20:00,920.190490999999,19L,Craugastoridae,Pristimantis,danae,0.15,en rama,activo,1.35,25.32,,,Bd063,,En una planta de 3m. De veg secundaria,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0,281882,8562972
115,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:09:00,918.813720999999,19L,Craugastoridae,Pristimantis,danae,0.15,en hojarasca,activo,1.29,24.65,,,Bd066,,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0,281882,8562972
116,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:45:00,917.484069999999,19L,Craugastoridae,Pristimantis,aff pharangobates,0.8,en rama,atento,0.93,23.05,,,Bd067,,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0,281882,8562972
117,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:24:00,917.984740999999,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.2,en palo roto,trepando,0.75,32.4,,,Bd065,UNMS 154317,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0,281882,8562972
118,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:41:00,922.130249,19L,Bufonidae,Rhinella,tacana,1.2,en hoja,alerta,0.6,19.8,,,Bd068,,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0,281882,8562972
119,RI,4,2015-07-16,3,34,500,5.0,18:06:00,18:30:00,18:20:00,,,Bufonidae,Rhinella,tacana,1.0,hoja,alerta,2.02,17.0,,,4Bd038,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,18.5,102.645,0.0,897.75,282041,8563202
120,RI,4,2015-07-22,9,31,500,3.0,18:12:00,18:52:00,18:40:00,915.0,,Craugastoridae,Pristimantis,aff pharangobates,0.2,hoja,alerta,0.55,17.4,,,4Bd125,,,2015,7,22,6.0,0.0,840.0,1188.0,11.0,108.0,0.0,18.0,103.138,0.32,916.25,281955,8563134
121,RI,4,2015-07-22,9,31,500,3.0,18:12:00,18:52:00,18:29:00,913.0,,Craugastoridae,Pristimantis,ockendeni,1.6,hoja,alerta,0.55,20.5,,,4Bd124,,,2015,7,22,6.0,0.0,840.0,1188.0,11.0,108.0,0.0,18.0,103.138,0.32,916.25,281955,8563134
122,RI,4,2015-07-15,2,1,1000,3.0,18:12:00,18:52:00,18:50:00,840.475647,19L,Craugastoridae,Pristimantis,ockendeni,2.0,hoja,alerta,0.37,16.0,,,4Bd030,,,2015,7,15,6.0,0.0,303.0,1254.0,11.0,114.0,11.0,21.16,97.46549999999999,0.01,846.75,281366,8563097
123,RI,4,2015-07-18,5,37,250,4.0,18:14:00,18:44:00,18:28:00,974.0,19L,Craugastoridae,Pristimantis,danae,2.0,musgo,activo,3.44,34.8,,,4Bd069,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,20.0,100.968,0.05,998.5,282018,8562609
124,RI,4,2015-07-18,5,37,250,4.0,18:14:00,18:44:00,18:49:00,987.476868,19L,Craugastoridae,Pristimantis,danae,1.0,rama,alerta,1.53,26.1,,,4Bd068,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,20.0,100.968,0.05,998.5,282018,8562609
125,AB,5,2016-10-07,3,25,500,5.0,18:14:00,18:38:00,18:30:00,867.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.15,hoja,alerta,,,,,,,Registro visual,2016,10,7,,,,99.0,1.98,50.0,0.0,21.0,,0.33,923.75,281733,8562807
126,AB,5,2016-10-07,3,25,500,5.0,18:14:00,18:38:00,18:37:00,929.0,19L,Craugastoridae,Noblella,sp,0.3,hoja,alerta,0.15,10.5,,,5Bd038,,,2016,10,7,,,,99.0,1.98,50.0,0.0,21.0,,0.33,923.75,281733,8562807
127,RI,4,2015-07-17,4,10,1000,3.0,18:17:00,18:57:00,18:50:00,,,Hylidae,Hypsiboas,sp nov,,,,,,,,,,Registro auditivo,2015,7,17,6.0,0.0,258.0,1254.0,11.0,114.0,0.0,19.659,100.9385,0.01,786.75,281658,8563594
128,RI,4,2015-07-14,1,25,500,4.0,18:17:00,18:47:00,18:22:00,,,Craugastoridae,Pristimantis,danae,1.0,hoja,alerta,3.28,33.4,,,4Bd002,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,96.635,0.04,923.75,281733,8562807
129,RI,4,2015-07-14,1,25,500,4.0,18:17:00,18:47:00,18:20:00,932.683105,19L,Bufonidae,Rhinella,tacana,1.3,hoja,alerta,2.0,26.0,,,4Bd004,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,96.635,0.04,923.75,281733,8562807
130,RI,4,2015-07-14,1,25,500,4.0,18:17:00,18:47:00,18:38:00,,,Craugastoridae,Pristimantis,aff pharangobates,0.2,hoja,alerta,0.58,17.0,,,4Bd001,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,96.635,0.04,923.75,281733,8562807
131,RI,4,2015-07-14,1,25,500,4.0,18:17:00,18:47:00,18:30:00,,,Craugastoridae,Pristimantis,aff pharangobates,0.2,hoja,saltando,0.52,17.7,,,4Bd003,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,96.635,0.04,923.75,281733,8562807
132,RI,4,2015-07-14,1,25,500,4.0,18:17:00,18:47:00,18:34:00,933.818176,19L,Craugastoridae,Pristimantis,gagliardi,0.0,hojarasca,atento,0.2,14.0,,,4Bd005,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,96.635,0.04,923.75,281733,8562807
133,AB,5,2016-09-07,2,1,1000,5.0,18:17:00,18:41:00,18:40:00,848.0,19L,Craugastoridae,Oreobates,amarakaeri,0.0,suelo,saltando,1.0,22.1,,,5Bd025,,GPS aproximado,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,21.5,,0.24,846.75,281366,8563097
134,AB,5,2016-07-15,7,7,1000,5.0,18:19:00,18:43:00,18:23:00,839.0,19L,Craugastoridae,Pristimantis,danae,0.0,suelo,saltando,,,,,,,Registro visual,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.5,,0.78,808.25,281546,8563434
135,AB,5,2016-07-15,7,7,1000,5.0,18:19:00,18:43:00,18:42:00,832.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,saltando,0.05,10.4,,,5Bd114,,,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.5,,0.78,808.25,281546,8563434
136,LC,2,2014-09-27,2,38,250,,18:30:00,19:10:00,18:52:00,,19L,Centrolenidae,Cochranella,nola,150.0,sobre hoja,cantando,,,,,,,registro auditivo,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,19.75,119.255,0.08,974.25,282042,8562682
137,LC,2,2014-09-27,2,38,250,,18:30:00,19:10:00,18:45:00,,19L,Craugastoridae,Pristimantis,danae,70.0,sobre hoja,activo,0.98,24.1,,,2Bd016,,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,19.75,119.255,0.08,974.25,282042,8562682
138,LC,2,2014-09-27,2,38,250,3.0,18:30:00,19:10:00,18:42:00,,19L,Centrolenidae,Cochranella,nola,210.0,sobre hoja,cantando,0.76,20.4,,189-202,2Bd015,154357,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,19.75,119.255,0.08,974.25,282042,8562682
139,AB,5,2016-07-12,5,4,1000,6.0,18:31:00,18:51:00,18:42:00,821.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,suelo,activo,1.12,23.1,,4696-4704,5Bd065,,,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,24.5,,0.52,830.75,281469,8563246
140,AB,5,2016-07-12,5,4,1000,6.0,18:31:00,18:51:00,18:43:00,828.0,19L,Bufonidae,Rhinella,tacana,1.4,hoja,atento,0.5,18.9,,,5Bd066,,GPS aproximado,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,24.5,,0.52,830.75,281469,8563246
141,EC,1,2014-06-19,2,32,500,3.0,18:35:00,19:15:00,18:48:00,916.569336,19L,Craugastoridae,Pristimantis,aff pharangobates,0.4,en una hoja,activo,0.52,17.92,,,Bd017,,,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,98.5,0.57,878.25,281568,8563440
142,EC,1,2014-06-19,2,32,500,3.0,18:35:00,19:15:00,18:40:00,901.489257999999,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en el suelo,saltando,,,,,,,Cerca al punto GPS,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,98.5,0.57,878.25,281568,8563440
143,EC,1,2014-06-18,1,44,250,3.0,18:35:00,19:12:00,18:58:00,953.930298,19L,Craugastoridae,Pristimantis,danae,0.0,en el suelo,saltando,1.78,25.32,,,Bd005,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,19.0,97.5,0.68,963.25,282179,8563016
144,EC,1,2014-06-18,1,44,250,3.0,18:35:00,19:12:00,18:54:00,959.228394,19L,Craugastoridae,Pristimantis,danae,0.1,en un pequeño tallo ,sentado,0.94,22.82,,,Bd004,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,19.0,97.5,0.68,963.25,282179,8563016
145,EC,1,2014-06-18,1,44,250,3.0,18:35:00,19:12:00,19:09:00,957.381287,19L,Craugastoridae,Pristimantis,ockendeni,1.4,en una helecho arboreo,activo,0.82,20.4,,,Bd006,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,19.0,97.5,0.68,963.25,282179,8563016
146,RI,4,2015-07-21,8,49,150,5.0,18:38:00,19:02:00,19:01:00,1019.0,19L,Craugastoridae,Pristimantis,gagliardi,1.0,hoja,activo,0.55,18.8,,,4Bd104,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,18.0,103.347,0.23,1031.75,282154,8562531
147,RI,4,2015-07-21,8,49,150,5.0,18:38:00,19:02:00,18:59:00,,,Craugastoridae,Pristimantis,danae,0.2,hoja,activo,0.35,15.4,,,4Bd105,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,18.0,103.347,0.23,1031.75,282154,8562531
148,LC,2,2014-10-05,10,49,150,,18:40:00,19:20:00,19:07:00,1034.0,19L,Bufonidae,Rhinella,tacana,0.0,en hojarasca,activo,1.24,23.6,,,2Bd117,,,2014,10,5,15.0,0.0,442.0,2280.0,11.813471502590673,193.0,12.0,22.5,87.958,0.86,1031.75,282154,8562531
149,LC,2,2014-10-05,10,49,150,3.0,18:40:00,19:20:00,18:56:00,1037.0,19L,Craugastoridae,Pristimantis,ockendeni,120.0,sobre hoja,alerta,0.49,17.9,,,2Bd116,,,2014,10,5,15.0,0.0,442.0,2280.0,11.813471502590673,193.0,12.0,22.5,87.958,0.86,1031.75,282154,8562531
150,EC,1,2014-06-20,3,27,500,3.0,18:42:00,19:22:00,19:05:00,941.841309,19L,Bufonidae,Rhinella,tacana,0.8,en hoja de bambu,alerta,2.39,29.0,,,Bd031,,"Macho, se encontraba en vegetacion secundaria de arboles de 5m de diametro",2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,18.0,98.0,0.45,928.0,281839,8562946
151,EC,1,2014-06-26,8,38,250,3.0,18:42:00,19:22:00,19:00:00,965.044372999999,19L,Bufonidae,Rhinella,tacana,1.0,en hoja,sentado,0.91,23.43,,,Bd144,,Cerca al punto GPS,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,119.0,0.01,974.25,282042,8562682
152,EC,1,2014-06-26,8,38,250,3.0,18:42:00,19:22:00,18:53:00,959.76709,19L,Craugastoridae,Pristimantis,gagliardi,1.3,en hoja,atento,0.51,19.28,,,Bd143,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,119.0,0.01,974.25,282042,8562682
153,EC,1,2014-06-26,8,38,250,3.0,18:42:00,19:22:00,19:01:00,982.628601,19L,Craugastoridae,Pristimantis,gagliardi,1.3,en hoja,atento,0.47,12.8,,,Bd142,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,119.0,0.01,974.25,282042,8562682
154,EC,1,2014-06-20,3,27,500,3.0,18:42:00,19:22:00,18:52:00,909.309021,19L,Craugastoridae,Pristimantis,gagliardi,8.75,en el suelo,saltando,0.42,17.45,,,Bd029,,Del punto GPS 43 al borde de la parcela (esq 3-4) 3 m en L,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,18.0,98.0,0.45,928.0,281839,8562946
155,EC,1,2014-06-20,3,27,500,3.0,18:42:00,19:22:00,19:15:00,938.924744,19L,Craugastoridae,Noblella,sp,0.15,en helecho,activo,0.06,8.75,,,Bd030,UNMS 154306,,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,18.0,98.0,0.45,928.0,281839,8562946
156,EC,1,2014-06-26,8,38,250,3.0,18:42:00,19:22:00,19:01:00,958.206786999999,19L,Craugastoridae,Pristimantis,danae,0.25,en hoja de herbacea,activo,,,,,,,Se escapo,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,119.0,0.01,974.25,282042,8562682
157,LC,2,2014-10-01,6,3,1000,,18:43:00,19:23:00,18:44:00,832.0,19L,Hylidae,Osteocephalus,mimeticus,150.0,sobre rama,activo,15.25,65.0,,,2Bd096,,,2014,10,1,15.0,0.0,503.0,2390.0,11.16822429906542,214.0,23.0,23.0,95.5985,0.43,831.75,281416,8563211
158,LC,2,2014-10-01,6,3,1000,3.0,18:43:00,19:23:00,18:48:00,,,Bufonidae,Rhinella,tacana,130.0,sobre hoja,activo,1.6,28.2,,,2bd095,,,2014,10,1,15.0,0.0,503.0,2390.0,11.16822429906542,214.0,23.0,23.0,95.5985,0.43,831.75,281416,8563211
159,RI,4,2015-07-16,3,33,500,5.0,18:47:00,19:11:00,18:55:00,,,Centrolenidae,Cochranella,nola,2.0,hoja,alerta,1.71,20.5,,,4Bd040,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,18.5,102.152,0.0,868.5,281965,8563226
160,RI,4,2015-07-16,3,33,500,5.0,18:47:00,19:11:00,18:57:00,837.876892,19L,Craugastoridae,Pristimantis,gagliardi,0.1,hoja,alerta,0.22,11.0,,,4Bd039,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,18.5,102.152,0.0,868.5,281965,8563226
161,RI,4,2015-07-16,3,33,500,5.0,18:47:00,19:11:00,19:05:00,,,Craugastoridae,Noblella,sp,0.0,hojarasca,alerta,0.21,10.2,,,4Bd041,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,18.5,102.152,0.0,868.5,281965,8563226
162,LC,2,2014-09-26,1,1,1000,3.0,18:50:00,19:30:00,19:00:00,594.0,19L,Craugastoridae,Pristimantis,ockendeni,75.0,sobre hoja,atento,,,,,,,,2014,9,26,15.0,5.0,383.0,2170.0,11.128205128205128,195.0,8.0,22.25,96.049,0.04,846.75,281366,8563097
163,LC,2,2014-09-26,1,1,1000,,18:50:00,19:30:00,19:22:00,,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,cantando,,,,,,,grabacion de canto,2014,9,26,15.0,5.0,383.0,2170.0,11.128205128205128,195.0,8.0,22.25,96.049,0.04,846.75,281366,8563097
164,LC,2,2014-09-28,3,46,250,3.0,18:50:00,19:30:00,19:07:00,957.0,19L,Craugastoridae,Oreobates,amarakaeri,0.0,en hojarasca,saltando,2.55,30.07,,,2Bd039,,,2014,9,28,15.0,3.5,220.0,2350.0,12.176165803108809,193.0,12.0,19.0,119.255,0.15,947.25,282260,8563061
165,LC,2,2014-09-28,3,46,250,,18:50:00,19:30:00,19:24:00,,,Bufonidae,Rhinella,tacana,50.0,sobre hoja mediana,aplanada y alerta,2.53,31.4,,,2Bd042,,,2014,9,28,15.0,3.5,220.0,2350.0,12.176165803108809,193.0,12.0,19.0,119.255,0.15,947.25,282260,8563061
166,LC,2,2014-09-28,3,46,250,,18:50:00,19:30:00,19:35:00,955.0,19L,Craugastoridae,Oreobates,amarakaeri,0.0,en hojarasca,saltando,2.03,28.5,,,2Bd043,,,2014,9,28,15.0,3.5,220.0,2350.0,12.176165803108809,193.0,12.0,19.0,119.255,0.15,947.25,282260,8563061
